item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating
Low Fat,FDQ22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0298,16.75,38.98,4.2
Low Fat,FDV45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0451,16.75,187.96,4.2
Low Fat,FDU34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0753,18.25,122.60,4.2
Low Fat,FDY46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0480,18.60,185.09,4.2
Low Fat,FDP10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.1283,19.00,104.96,4.2
Low Fat,FDR21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0670,19.70,178.34,4.2
Low Fat,DRK49,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0360,14.15,41.51,4.2
Low Fat,DRE25,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0734,15.35,91.91,4.2
Regular,FDB49,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0302,8.30,98.24,4.2
Regular,FDV11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0818,9.10,173.61,4.2
Regular,FDR59,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0640,14.50,263.16,4.2
Regular,FDV13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0277,17.35,88.09,4.2
Regular,FDU26,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0427,16.70,120.78,4.2
Regular,FDA03,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0455,18.50,146.31,4.2
Regular,FDN28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0303,5.88,104.10,4.2
Regular,FDI53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.1379,8.90,162.12,4.2
Regular,FDR28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0259,13.85,164.92,4.2
Regular,FDF29,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0200,15.10,130.53,4.2
Regular,FDY04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0425,17.70,161.92,4.2
Regular,FDV19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0353,14.85,160.96,4.2
Regular,FDH20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0250,16.10,97.34,4.2
Regular,FDO19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0166,17.70,50.20,4.2
Regular,FDU20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0215,19.35,122.11,4.2
Regular,FDR20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0282,20.00,45.57,4.2
Regular,FDV20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0599,20.20,125.97,4.2
Regular,FDO27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.1794,6.18,94.18,4.2
Regular,FDX51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0221,9.50,195.95,4.2
Regular,FDR27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0962,15.10,134.49,4.2
Regular,FDU33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.1349,7.63,46.94,4.2
Regular,FDC10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0730,9.80,121.61,4.2
Regular,FDF11,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0177,10.20,240.15,4.2
Regular,FDE11,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.1353,17.70,183.79,4.2
low fat,FDO24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0000,11.10,156.46,4.2
low fat,NCD54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0291,21.10,144.68,4.2
Low Fat,FDB50,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1536,13.00,79.70,4.2
Low Fat,NCN30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0170,16.35,95.74,4.2
Low Fat,FDV15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1462,10.30,103.36,4.2
Low Fat,FDZ12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1030,9.17,144.95,4.2
Low Fat,FDS23,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1409,4.64,127.10,4.2
Low Fat,FDR35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0207,12.50,198.87,4.2
Low Fat,FDX13,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0478,7.73,249.11,4.2
Low Fat,FDG02,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0113,7.86,189.52,4.2
Low Fat,FDO50,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0782,16.25,91.38,4.2
Low Fat,FDC28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0550,7.91,108.63,4.2
Low Fat,FDH41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0820,9.00,213.35,4.2
Low Fat,FDC17,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0155,12.15,211.89,4.2
Low Fat,FDG40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0398,13.65,32.86,4.2
Low Fat,FDG29,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0563,17.60,42.55,4.2
Low Fat,FDD05,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0166,19.35,122.01,4.2
Low Fat,FDO32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1205,6.36,45.81,4.2
Low Fat,DRH59,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0584,10.80,74.74,4.2
Low Fat,NCM17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0711,7.93,42.71,4.2
Low Fat,NCP29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1123,8.42,63.22,4.2
Low Fat,NCN41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0522,17.00,122.37,4.2
Low Fat,NCP17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0277,19.35,65.62,4.2
Low Fat,NCA05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0251,20.75,150.07,4.2
Low Fat,NCB31,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1187,6.24,261.69,4.2
Low Fat,NCE07,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0131,8.18,142.62,4.2
Low Fat,NCD19,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0132,8.93,55.16,4.2
Low Fat,NCP18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0286,12.15,150.47,4.2
Low Fat,NCG06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0294,16.35,257.66,4.2
Low Fat,NCC30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0276,16.60,178.73,4.2
Low Fat,NCI30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0589,20.25,246.65,4.2
Low Fat,FDS03,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0796,7.83,63.48,4.2
Low Fat,FDL43,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0271,10.10,76.37,4.2
Low Fat,FDV03,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0581,17.60,156.23,4.2
Low Fat,NCL31,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1203,7.39,142.75,4.2
Low Fat,FDR58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0419,6.68,92.35,4.2
Low Fat,FDF22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0568,6.87,214.02,4.2
Low Fat,FDZ10,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0445,17.85,127.10,4.2
Low Fat,FDW45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0390,18.00,147.74,4.2
Low Fat,FDN45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1181,19.35,224.81,4.2
Low Fat,DRZ24,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0818,7.54,120.84,4.2
Regular,FDS36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0469,8.38,107.96,4.2
Regular,FDJ60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0625,19.35,166.92,4.2
Regular,FDB37,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0229,20.25,241.85,4.2
Regular,FDG38,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0527,8.98,86.42,4.2
Regular,FDI38,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0146,13.35,207.76,4.2
Regular,FDI02,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1146,15.70,112.02,4.2
Regular,FDD38,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0082,16.75,103.57,4.2
Regular,FDY49,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0120,17.20,163.12,4.2
Regular,FDE05,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0325,10.90,144.81,4.2
Regular,FDQ40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0360,11.10,177.27,4.2
Regular,FDI16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1358,14.00,54.56,4.2
Regular,FDV28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1597,16.10,34.36,4.2
Regular,FDZ43,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0571,11.00,241.75,4.2
Regular,FDV19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0353,14.85,161.26,4.2
Regular,FDZ31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1132,15.35,191.15,4.2
Regular,FDS32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0297,17.75,140.58,4.2
Regular,FDQ32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0466,17.85,122.94,4.2
Regular,FDS27,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0125,10.20,196.31,4.2
Regular,FDH31,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0204,12.00,98.60,4.2
Regular,FDL58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0741,5.78,262.26,4.2
Regular,FDH46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0413,6.94,103.53,4.2
Regular,FDS58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0000,9.29,161.56,4.2
Regular,FDU46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0111,10.30,87.25,4.2
Regular,FDY57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1213,20.20,94.58,4.2
Regular,FDH47,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1288,13.50,96.41,4.2
Regular,FDE11,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0000,17.70,184.39,4.2
Low Fat,FDV38,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.1020,19.25,54.40,4.2
Low Fat,NCM06,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0759,7.48,155.27,4.2
Low Fat,NCO43,Others,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0000,5.50,103.10,4.2
Low Fat,FDB51,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0387,6.92,64.29,4.2
Low Fat,FDP33,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0898,18.70,256.47,4.2
Low Fat,FDK48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0377,7.45,74.74,4.2
Low Fat,FDZ48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0761,17.75,111.45,4.2
Low Fat,FDP24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0832,20.60,121.08,4.2
Low Fat,FDS37,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0320,7.66,117.25,4.2
Low Fat,FDU13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.1879,8.36,146.94,4.2
Low Fat,FDX01,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0242,10.10,116.72,4.2
Low Fat,FDA13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0787,15.85,37.25,4.2
Low Fat,FDZ15,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0209,13.10,120.18,4.2
Low Fat,DRF51,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.1662,15.75,37.45,4.2
Low Fat,FDD39,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0703,16.70,216.39,4.2
Low Fat,FDS50,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0555,17.00,220.51,4.2
Low Fat,FDO16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0151,5.48,81.93,4.2
Low Fat,FDK40,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0219,7.04,262.79,4.2
Low Fat,FDC28,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0551,7.91,109.23,4.2
Low Fat,FDE29,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.1434,8.91,61.49,4.2
Low Fat,FDH41,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0822,9.00,214.15,4.2
Low Fat,FDX40,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0992,12.85,38.12,4.2
Low Fat,FDS40,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0140,15.35,36.72,4.2
Low Fat,FDJ04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.1247,18.00,120.31,4.2
Low Fat,FDP19,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.1739,11.50,128.87,4.2
Low Fat,FDD33,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.1084,12.85,233.26,4.2
Low Fat,FDZ56,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0258,16.25,166.95,4.2
Low Fat,FDY55,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0815,16.75,258.10,4.2
Low Fat,FDI32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0000,17.70,115.08,4.2
Low Fat,FDL44,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0123,18.25,160.49,4.2
Low Fat,DRK47,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0642,7.91,229.47,4.2
Low Fat,DRP35,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0911,18.85,127.43,4.2
Low Fat,NCH29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0345,5.51,99.77,4.2
Low Fat,NCY05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0551,13.50,37.09,4.2
Low Fat,NCV41,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0171,14.35,109.52,4.2
Low Fat,NCM41,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0357,16.50,95.21,4.2
Low Fat,NCW41,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0155,18.00,159.36,4.2
Low Fat,NCA17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0455,20.60,149.64,4.2
Low Fat,NCO26,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0770,7.24,117.35,4.2
Low Fat,NCR42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0386,9.11,33.89,4.2
Low Fat,NCF42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.1677,17.35,176.37,4.2
Low Fat,NCM19,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0473,12.65,113.82,4.2
Low Fat,NCQ38,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0134,16.35,106.03,4.2
Low Fat,FDQ46,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.1040,7.51,112.45,4.2
Low Fat,FDI22,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0964,12.60,210.86,4.2
Low Fat,FDH33,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.1220,12.85,43.14,4.2
Low Fat,FDB34,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0267,15.25,87.02,4.2
Low Fat,FDV45,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0451,16.75,187.96,4.2
Low Fat,FDM21,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0645,20.20,259.26,4.2
Low Fat,DRZ24,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0000,7.54,121.64,4.2
Low Fat,DRL37,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0535,15.50,42.38,4.2
Low Fat,DRH25,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0146,18.70,52.03,4.2
Low Fat,FDJ48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0568,11.30,247.51,4.2
Low Fat,FDH24,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0216,20.70,157.03,4.2
Low Fat,FDK38,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0536,6.65,149.77,4.2
Low Fat,FDE02,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.1219,8.71,94.48,4.2
Low Fat,FDY25,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0342,12.00,181.30,4.2
Low Fat,FDB50,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.1545,13.00,77.30,4.2
Low Fat,FDT37,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0355,14.15,256.30,4.2
Low Fat,FDH27,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0587,7.08,142.01,4.2
Low Fat,FDP26,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.1403,7.79,105.63,4.2
Low Fat,FDZ15,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0210,13.10,117.78,4.2
Low Fat,FDD03,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0803,13.30,232.63,4.2
Low Fat,FDE53,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0270,10.90,106.33,4.2
Low Fat,FDS40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0141,15.35,37.22,4.2
Low Fat,FDY31,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0438,5.98,146.84,4.2
Low Fat,FDZ19,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0940,6.43,175.57,4.2
Low Fat,FDQ20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0300,8.33,39.51,4.2
Low Fat,FDJ56,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.1844,8.99,99.67,4.2
Low Fat,FDG57,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0727,14.70,49.50,4.2
Low Fat,FDI44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.1008,16.10,78.43,4.2
Low Fat,DRF23,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.1233,4.61,172.54,4.2
Low Fat,DRK59,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0759,8.90,235.96,4.2
Low Fat,DRL35,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0309,15.70,42.18,4.2
Low Fat,NCR17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0245,9.80,117.55,4.2
Low Fat,NCO26,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0773,7.24,116.95,4.2
Low Fat,NCE31,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.1859,7.67,35.42,4.2
Low Fat,NCQ30,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0292,7.73,123.84,4.2
Low Fat,NCR42,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0387,9.11,33.79,4.2
Low Fat,NCI18,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.0141,18.35,225.47,4.2
Low Fat,NCJ42,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.0144,19.75,102.23,4.2
Low Fat,FDS39,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.0226,6.90,143.78,4.2
Low Fat,FDR33,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0269,7.31,108.46,4.2
Low Fat,FDJ09,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0587,15.00,43.67,4.2
Low Fat,FDT57,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0191,15.20,237.52,4.2
Low Fat,FDS10,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0354,19.20,180.33,4.2
Low Fat,DRM37,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.0969,15.35,196.58,4.2
Regular,FDL24,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.0249,10.30,172.34,4.2
Regular,FDT24,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.1862,12.35,78.73,4.2
Regular,FDX52,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.0421,11.50,192.68,4.2
Regular,FDN08,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.0885,7.72,117.55,4.2
Regular,FDW44,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.0352,9.50,170.14,4.2
Regular,FDW31,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.0432,11.35,199.47,4.2
Regular,FDJ44,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.1065,12.30,173.24,4.2
Regular,FDF08,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.0653,14.30,89.19,4.2
Regular,FDH44,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.0259,19.10,148.04,4.2
Regular,FDE33,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.0497,19.35,76.86,4.2
Regular,FDO03,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.0370,10.40,230.54,4.2
Regular,FDS45,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.0296,5.18,105.96,4.2
Regular,FDP45,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.0307,15.70,253.47,4.2
Regular,FDS22,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.0232,16.85,45.94,4.2
Regular,DRM49,Soft Drinks,2015,OUT045,Tier 2,High,Supermarket Type1,0.1523,6.11,44.41,4.2
Regular,FDQ49,Breakfast,2020,OUT017,Tier 2,High,Supermarket Type1,0.0395,20.20,155.16,4.2
Regular,FDH02,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.0209,7.27,92.25,4.2
Regular,FDI02,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.1152,15.70,112.02,4.2
Regular,FDV01,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.0000,19.20,153.33,4.2
Regular,FDQ26,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.0683,13.50,60.96,4.2
Regular,FDU26,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.0429,16.70,120.38,4.2
Regular,FDC29,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0243,8.39,113.62,4.2
Regular,FDN04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0142,11.80,178.23,4.2
Regular,FDR52,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0765,12.65,191.88,4.2
Regular,FDP28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0811,13.65,261.29,4.2
Regular,FDA40,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0998,16.00,87.49,4.2
Regular,FDD21,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0000,10.30,115.72,4.2
Regular,FDA08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0504,11.85,163.85,4.2
Regular,FDS44,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.1569,12.65,238.35,4.2
Regular,FDG08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0000,13.15,171.98,4.2
Regular,FDT55,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0439,13.60,157.09,4.2
Regular,FDC21,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0432,14.60,110.13,4.2
Regular,FDV19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0355,14.85,162.26,4.2
Regular,FDO19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0000,17.70,46.80,4.2
Regular,FDT32,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0660,19.00,188.42,4.2
Regular,FDJ57,Seafood,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0217,7.42,185.36,4.2
Regular,FDF34,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0141,9.30,197.71,4.2
Regular,FDO21,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0098,11.60,223.14,4.2
Regular,FDA09,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.1502,13.35,179.07,4.2
Regular,FDN34,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0460,15.60,169.21,4.2
Regular,FDR34,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0161,17.00,228.44,4.2
Regular,DRM49,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.1528,6.11,45.61,4.2
low fat,DRG36,Soft Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0956,14.15,171.01,4.2
low fat,DRF27,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0286,8.93,152.23,4.2
